,Street,DayOfWeek,City,Hour,Month,Temperature(F),Weather_Condition,Humidity(%),Visibility(mi),Precipitation(in),High_Risk_Prediction,High_Risk_Probability
5156487, E Madison St,Thursday,Seattle,11,4,60.0,Fair,46.0,10.0,0.0,1,0.8033333333333332
6139162,I-5 S,Tuesday,Federal Way,13,11,49.0,Light Rain,93.0,6.0,0.01,1,0.7133333333333333
2993122,Madison St,Friday,Seattle,10,2,43.0,Mostly Cloudy,86.0,10.0,0.007711515863689778,1,0.79
1401844,I-5 N,Tuesday,Ferndale,10,8,69.0,Mostly Cloudy,75.0,10.0,0.0,1,0.6333333333333333
2729400,I-5 N,Sunday,Bellingham,12,6,55.0,Light Rain,77.0,10.0,0.01,1,0.8
7388557,I-90 W,Thursday,Bellevue,10,1,43.0,Clear,74.0,9.0,0.007711515863689778,1,0.6225
7590894,I-5 S,Tuesday,Toledo,15,1,50.0,Fair,66.0,10.0,0.0,1,0.52
7195390, Hopewell Rd,Friday,Everson,6,1,53.0,Light Rain,80.0,7.0,0.07,1,0.7966666666666665
3046274,I-5 S,Tuesday,Tacoma,17,1,44.6,Mostly Cloudy,99.0,10.0,0.007711515863689778,1,0.765
1354744,I-5 N,Thursday,Stanwood,20,10,47.0,Mostly Cloudy,93.0,10.0,0.0,1,0.6791666666666667
2150603,Eastlake Ave E,Wednesday,Seattle,8,4,48.0,Cloudy,74.0,10.0,0.0,1,0.5433333333333333
1764022,E Roanoke St,Wednesday,Seattle,12,10,55.0,Partly Cloudy,67.0,10.0,0.0,1,0.54
7405123,I-90 E,Tuesday,Issaquah,11,2,42.1,Clear,32.0,10.0,0.007711515863689778,1,0.75
3639976,I-5 N,Tuesday,Tacoma,12,7,75.0,Clear,46.0,10.0,0.007711515863689778,1,0.8333333333333335
2693751,175th St,Friday,Seattle,14,7,77.0,Clear,43.0,10.0,0.007711515863689778,1,0.82
490715,SE Coal Creek Pkwy,Wednesday,Bellevue,15,6,68.0,Clear,52.0,10.0,0.007711515863689778,1,0.99
7409643,I-405 N,Monday,Renton,10,1,42.1,Overcast,73.0,10.0,0.007711515863689778,1,0.895
6642953,I-5 N,Sunday,Kent,3,12,45.0,Cloudy,74.0,10.0,0.0,1,0.68
1039447,I-5 S,Wednesday,Federal Way,15,5,70.0,Partly Cloudy,41.0,10.0,0.0,1,0.69
3579150,I-5 N,Sunday,Seattle,20,2,41.0,Mostly Cloudy,79.0,10.0,0.0,1,0.6066666666666667
2701068,I-5 N,Wednesday,Tacoma,13,7,72.3,Scattered Clouds,68.0,10.0,0.0,1,0.738
4274723, Pacific Hwy SW,Sunday,Lakewood,12,5,55.0,Light Rain,100.0,7.0,0.06,1,0.58
7548649,I-90 E,Wednesday,Spokane,12,4,70.0,Clear,27.0,10.0,0.007711515863689778,1,0.8666666666666666
7436751,I-5 N,Monday,Tacoma,19,12,45.3,Light Rain,100.0,10.0,0.07,1,0.91
578246,I-5 S,Saturday,Tacoma,4,6,47.0,Fair,100.0,10.0,0.0,1,0.91
7430320,I-5 N,Sunday,Seattle,15,12,43.0,Light Rain,86.0,9.0,0.06,1,0.5660000000000001
7610892,I-5 N,Wednesday,Seattle,5,11,48.0,Light Rain,89.0,7.0,0.17,1,0.99
2042889,I-405 N,Thursday,Renton,23,6,60.0,Cloudy,69.0,9.0,0.0,1,0.97
7411583,E Portland Ave,Thursday,Tacoma,7,1,41.9,Clear,99.0,10.0,0.007711515863689778,1,0.5983333333333334
308326,State Route 505,Monday,Toledo,11,1,36.0,Mostly Cloudy,100.0,7.0,0.04,1,0.5483333333333333
3152310,I-5 S,Wednesday,Seattle,14,11,53.1,Mostly Cloudy,74.0,10.0,0.007711515863689778,1,0.745
996986,I-5 N,Saturday,Tacoma,23,6,59.0,Light Rain,97.0,10.0,0.06,1,0.7223333333333334
5130153, Alaskan Way S,Wednesday,Seattle,11,5,62.0,Mostly Cloudy,65.0,10.0,0.0,1,0.74
2042892,I-405 S,Thursday,Renton,23,6,60.0,Cloudy,69.0,9.0,0.0,1,0.69
7687608,NE Padden Pkwy,Tuesday,Vancouver,13,6,92.0,Fair,24.0,10.0,0.0,1,0.5366666666666666
3330926,I-5 S,Thursday,Everett,17,9,82.0,Clear,26.0,10.0,0.007711515863689778,1,0.96
2629822,I-5 N,Thursday,Lakewood,23,8,73.9,Clear,54.0,10.0,0.007711515863689778,1,0.88
2342901,I-5 S,Tuesday,Seattle,18,1,45.0,Light Rain,97.0,7.0,0.01,1,0.7266666666666667
3288127,I-5 N,Sunday,Tacoma,14,9,73.6,Clear,46.0,10.0,0.007711515863689778,1,0.88
5146530, US Highway 12,Wednesday,Naches,7,7,73.0,Fair,46.0,10.0,0.0,1,0.838134781884782
3640529,I-5 S,Friday,Seattle,18,7,75.9,Clear,48.0,10.0,0.007711515863689778,1,0.7969999999999999
906511,W Seattle Brg E,Wednesday,Seattle,6,9,48.0,Fair,93.0,10.0,0.0,1,0.51
308963,I-5 S,Tuesday,Lynnwood,8,10,54.0,Mostly Cloudy,64.0,10.0,0.007711515863689778,1,0.7633333333333333
3167516,I-405 S,Thursday,Lynnwood,11,11,46.9,Light Rain,83.0,6.0,0.04,1,0.59
2139171,I-5 N,Thursday,Tacoma,10,4,56.0,Partly Cloudy,71.0,10.0,0.0,1,0.7266666666666666
3920492,I-405 N,Saturday,Seattle,17,1,42.0,Fog,96.0,0.25,0.0,1,0.5192857142857144
1700234,I-5 S,Wednesday,Seattle,14,12,50.0,Light Rain,86.0,10.0,0.0,1,0.68
7112768,I-5 N,Tuesday,Seattle,18,4,56.0,Fair,45.0,10.0,0.0,1,0.53
4135815,I-90 W,Friday,Mercer Island,18,5,61.0,Partly Cloudy,52.0,10.0,0.0,1,0.6375
2389170,I-5 S,Friday,Tacoma,20,12,42.8,Scattered Clouds,81.0,10.0,0.0,1,0.652
7486694,I-405 N,Friday,Bellevue,2,9,57.9,Overcast,97.0,10.0,0.007711515863689778,1,0.8533333333333334
3387411,I-5 N,Wednesday,Tacoma,1,8,61.5,Clear,97.0,10.0,0.007711515863689778,1,0.68
1315716,I-5 S,Sunday,Lakewood,5,10,56.0,Cloudy,97.0,6.0,0.01,1,0.635
2722778,I-5 S,Monday,Olympia,16,7,88.0,Clear,37.0,10.0,0.007711515863689778,1,0.625
2493740,I-5 N,Sunday,Marysville,19,10,54.0,Overcast,86.0,10.0,0.0,1,0.88
1082485,I-5 N,Wednesday,Federal Way,18,4,47.0,Cloudy,80.0,10.0,0.0,1,0.72
812088,E Roanoke St,Friday,Seattle,14,11,53.0,Light Rain,93.0,6.0,0.0,1,0.525
7586410,42nd Ave S,Sunday,Seattle,1,1,50.0,Overcast,59.0,10.0,0.007711515863689778,1,0.55
7517236,I-5 S,Thursday,Tacoma,13,5,60.8,Overcast,58.0,10.0,0.007711515863689778,1,0.82
5645658,I-5 S,Friday,Seattle,10,11,51.0,Mostly Cloudy,89.0,10.0,0.0,1,0.57
7572217,WA-99 N,Sunday,Seattle,13,2,35.1,Overcast,82.0,10.0,0.0,1,0.5833333333333333
1245721,W Seattle Brg E,Monday,Seattle,16,11,48.0,Cloudy,74.0,10.0,0.0,1,0.86
1539902,I-5 N,Wednesday,Ferndale,14,4,60.0,Fair,44.0,10.0,0.0,1,0.5466666666666666
6287382, Mt Baker Hwy,Sunday,Bellingham,18,9,57.0,Light Rain,96.0,3.0,0.0,1,0.8958333333333333
3756268,I-5 S,Tuesday,Tacoma,1,8,63.0,Fair,94.0,10.0,0.0,1,0.8178333333333332
1019024,Houser Way Byp,Thursday,Renton,6,5,53.0,Light Rain,89.0,3.0,0.09,1,0.55
1720445,I-5 S,Friday,Tacoma,10,12,52.0,Light Rain,100.0,10.0,0.08,1,0.74
1602965,I-5 N,Sunday,Olympia,0,1,46.0,Light Rain,93.0,5.0,0.03,1,0.6675
3640416, NE Brunner Rd,Friday,Camas,11,7,69.1,Clear,57.0,10.0,0.007711515863689778,1,0.75
6968663,I-405 S,Friday,Bellevue,18,5,75.0,Fair,28.0,10.0,0.0,1,0.57
7561095,I-5 S,Monday,Marysville,5,3,43.0,Overcast,68.0,10.0,0.007711515863689778,1,0.77
3626208,I-5 S,Thursday,Tacoma,16,6,63.9,Overcast,71.0,10.0,0.007711515863689778,1,0.88
6504977,I-5 S,Friday,Lakewood,0,1,39.0,Partly Cloudy,87.0,10.0,0.0,1,0.5873333333333334
2547751,N Barker Rd,Friday,Greenacres,6,8,54.0,Clear,59.0,10.0,0.007711515863689778,1,0.68
7622054,I-5 N,Friday,Seattle,2,10,45.0,Mostly Cloudy,93.0,10.0,0.007711515863689778,1,0.77
6184512,I-90 E,Saturday,Cle Elum,18,12,30.0,Cloudy,82.0,10.0,0.0,1,0.9108722943722942
3029835,I-405 N,Monday,Renton,8,1,30.9,Clear,92.0,9.0,0.007711515863689778,1,0.7573333333333333
336095,I-5 N,Thursday,Marysville,11,2,55.4,Overcast,72.0,10.0,0.007711515863689778,1,0.825
2818772,I-5 S,Wednesday,Arlington,4,5,55.9,Overcast,87.0,10.0,0.007711515863689778,1,0.82
2428004,I-5 S,Tuesday,Everett,6,11,46.0,Overcast,93.0,10.0,0.007711515863689778,1,0.91
7718719,I-5 S,Friday,Federal Way,15,8,76.0,Mostly Cloudy,60.0,10.0,0.0,1,0.52
4522231,WA-518 W,Thursday,Seattle,21,1,40.0,Fair,79.0,7.0,0.0,1,0.54
1706860,I-5 S,Saturday,Marysville,15,12,41.0,Cloudy,93.0,10.0,0.0,1,0.54
5868723, State Route 2,Sunday,Monroe,15,8,75.0,Fair,53.0,10.0,0.0,1,0.6139999999999999
3123938,I-5 S,Saturday,Tacoma,4,12,36.0,Overcast,100.0,10.0,0.007711515863689778,1,0.78
7630776,I-5 S,Thursday,Seattle,15,9,75.9,Smoke,64.0,9.0,0.007711515863689778,1,0.54
2606073,I-5 N,Saturday,Tacoma,15,9,64.6,Partly Cloudy,73.0,10.0,0.007711515863689778,1,0.795
3535508,I-405 N,Thursday,Renton,11,10,57.0,Light Rain,96.0,10.0,0.0,1,0.76
435995,WA-18 E,Thursday,Federal Way,2,4,45.0,Overcast,93.0,10.0,0.03,1,0.77
772870,I-405 N,Sunday,Kirkland,22,12,36.0,Mostly Cloudy,97.0,10.0,0.0,1,0.5991666666666666
511411,244th St SW,Monday,Mountlake Terrace,14,7,69.1,Clear,61.0,10.0,0.007711515863689778,1,0.86
3540697, State Highway 18,Wednesday,Issaquah,6,9,59.0,Overcast,90.0,10.0,0.007711515863689778,1,0.62
2774404,98th St S,Tuesday,Tacoma,18,6,70.7,Clear,43.0,10.0,0.007711515863689778,1,0.59
7617010, S Dearborn St,Monday,Seattle,10,10,53.1,Overcast,80.0,10.0,0.007711515863689778,1,0.73
3539875,I-90 W,Thursday,Liberty Lake,12,9,70.0,Mostly Cloudy,35.0,10.0,0.007711515863689778,1,0.88
1381537,I-5 S,Friday,Tacoma,23,7,60.0,Partly Cloudy,70.0,10.0,0.0,1,0.8183333333333335
7142532,I-5 S,Wednesday,Bellingham,19,4,52.0,Mostly Cloudy,86.0,10.0,0.0,1,0.85
3914129,I-5 N,Sunday,Seattle,11,2,44.0,Partly Cloudy,73.0,10.0,0.0,1,0.76
5095309, S Campbell Lake Rd,Wednesday,Anacortes,15,12,39.0,Fair,87.0,10.0,0.0,1,0.6164999999999999
843879,44th Ave W,Tuesday,Lynnwood,19,10,51.0,Mostly Cloudy / Windy,80.0,10.0,0.0,1,0.61
2453469,I-405 N,Friday,Bellevue,3,11,52.0,Light Rain,93.0,5.0,0.01,1,0.68
7456640,NE 12th St,Tuesday,Bellevue,18,11,46.9,Mostly Cloudy,77.0,10.0,0.007711515863689778,1,0.55
7502611,I-5 N,Thursday,Vancouver,16,8,72.0,Partly Cloudy,49.0,10.0,0.007711515863689778,1,0.6816666666666665
7135231,I-5 S,Saturday,Seattle,5,4,50.0,Cloudy,83.0,10.0,0.0,1,0.82
1115285,NE 205th St,Wednesday,Mountlake Terrace,10,3,45.0,Fair,68.0,10.0,0.0,1,0.625
7561110, State Route 162 E,Monday,Puyallup,17,3,44.6,Overcast,87.0,10.0,0.007711515863689778,1,0.72
4499784,I-5 S,Saturday,Tacoma,14,12,54.0,Light Rain,88.0,5.0,0.0,1,0.73
2902279,NE 45th St,Thursday,Seattle,7,4,57.0,Clear,62.0,10.0,0.007711515863689778,1,0.52
2200144,I-5 S,Friday,Dupont,19,3,36.1,Clear,99.0,10.0,0.007711515863689778,1,0.84
3362639,I-5 S,Friday,Tacoma,16,8,78.8,Clear,60.0,10.0,0.007711515863689778,1,0.96
1180639,I-5 S,Monday,Lakewood,15,1,46.0,Partly Cloudy,71.0,10.0,0.0,1,0.58
2268419,I-5 S,Monday,Seattle,13,2,32.0,Light Snow,85.0,1.0,0.0,1,0.61
1905757,I-405 N,Monday,Renton,19,9,58.0,Light Rain,90.0,3.0,0.0,1,0.725
7718059,I-405 N,Thursday,Renton,9,8,69.0,Cloudy,65.0,10.0,0.0,1,0.73
7588848,I-5 S,Thursday,Seattle,12,1,39.9,Light Rain,93.0,8.0,0.02,1,0.8208333333333333
3647177,I-5 S,Friday,Seattle,19,3,41.0,Light Rain,82.0,10.0,0.01,1,0.625
436271,I-5 S,Monday,Seattle,10,4,48.9,Overcast,77.0,10.0,0.007711515863689778,1,0.7879999999999999
312778,I-5 N,Thursday,Seattle,19,6,55.9,Overcast,80.0,10.0,0.007711515863689778,1,0.675
3013780,I-5 N,Tuesday,Everett,17,2,34.0,Scattered Clouds,61.0,10.0,0.007711515863689778,1,0.82
3525445, NE State Route 3,Tuesday,Belfair,5,11,42.8,,93.0,0.8,0.007711515863689778,1,0.92
2994316,I-405 S,Saturday,Bothell,15,2,42.1,Clear,55.0,10.0,0.007711515863689778,1,0.64
1165487,Southcenter Blvd,Friday,Seattle,15,1,45.0,Mostly Cloudy,74.0,10.0,0.0,1,0.64
2094395,I-5 S,Wednesday,Seattle,14,5,70.0,Mostly Cloudy,49.0,10.0,0.0,1,0.71
2719099,I-5 S,Friday,Tacoma,11,7,70.0,Clear,71.0,10.0,0.007711515863689778,1,0.79
4089067,I-405 N,Friday,Bellevue,15,2,49.0,Fair,71.0,10.0,0.0,1,0.92
3357522,I-5 S,Wednesday,Seattle,17,8,86.0,Smoke,46.0,5.0,0.007711515863689778,1,0.55
1143363,I-90 W,Monday,Sprague,6,2,25.0,Light Snow,86.0,2.0,0.0,1,0.63
308435,I-5 S,Thursday,Dupont,8,1,23.5,Clear,99.0,10.0,0.007711515863689778,1,0.8
2824071,I-5 N,Thursday,Tacoma,23,5,54.7,Overcast,97.0,10.0,0.007711515863689778,1,0.9216666666666667
3080902,State Highway 18,Saturday,Snoqualmie,0,1,42.1,Light Rain,85.0,8.0,0.06,1,0.675
2984640,NE 134th St,Tuesday,Vancouver,14,2,51.1,Overcast,74.0,10.0,0.007711515863689778,1,0.65
7451619,I-5 N,Monday,Seattle,19,11,51.1,Clear,36.0,10.0,0.007711515863689778,1,0.8173333333333332
1618770,I-5 S,Monday,Lynnwood,6,2,35.0,Mostly Cloudy,89.0,10.0,0.0,1,0.69
1650171,E Roanoke St,Thursday,Seattle,16,2,56.0,Fair,30.0,10.0,0.0,1,0.75
527735,Houser Way Byp,Tuesday,Renton,10,8,71.0,Fair,63.0,10.0,0.0,1,0.8133333333333335
7606779, Pacific Ave S,Monday,Tacoma,7,11,34.0,Overcast,100.0,10.0,0.007711515863689778,1,0.73
1415322,I-5 S,Saturday,Tacoma,10,8,72.0,Fair,50.0,10.0,0.0,1,0.72
7615707,I-405 S,Tuesday,Renton,16,11,44.1,Overcast,96.0,9.0,0.01,1,0.6375
1255973,I-5 N,Sunday,Blaine,6,11,49.0,Cloudy,69.0,10.0,0.0,1,0.79
2769671,I-5 S,Sunday,Seattle,0,6,60.1,Clear,80.0,10.0,0.007711515863689778,1,0.88
511306,I-5 N,Friday,Seattle,10,7,66.9,Scattered Clouds,61.0,10.0,0.007711515863689778,1,0.6576666666666666
312599,I-5 S,Thursday,Seattle,20,9,64.9,Scattered Clouds,56.0,10.0,0.007711515863689778,1,0.8
4903320,I-90 W,Saturday,North Bend,15,5,58.0,Light Rain,70.0,8.0,0.0,1,0.575
436038,Orillia Rd S,Friday,Kent,0,4,44.1,Mostly Cloudy,82.0,10.0,0.007711515863689778,1,0.88
4594656,I-5 S,Tuesday,Tacoma,12,4,47.0,Mostly Cloudy,97.0,10.0,0.04,1,0.6
310536,I-405 N,Monday,Bellevue,13,9,66.9,Scattered Clouds,54.0,10.0,0.007711515863689778,1,0.95
3287582,I-5 N,Saturday,Seattle,5,9,61.0,Overcast,70.0,10.0,0.007711515863689778,1,0.88
2731641,US-12 E,Monday,Centralia,16,6,68.0,Partly Cloudy,37.0,10.0,0.007711515863689778,1,0.73
2633818,WA-512 W,Monday,Lakewood,8,8,58.5,Clear,100.0,10.0,0.007711515863689778,1,0.6341666666666667
7436126,I-5 N,Sunday,Tacoma,14,12,48.0,Light Rain,100.0,10.0,0.02,1,0.8033333333333332
6968564,WA-3 N,Friday,Bremerton,12,5,71.0,Fair,32.0,10.0,0.0,1,0.6299761904761906
2821499,I-5 S,Thursday,Tacoma,1,5,53.6,Overcast,100.0,10.0,0.007711515863689778,1,0.7775
4455058,I-5 N,Sunday,Lacey,14,5,58.0,Light Rain,90.0,6.0,0.0,1,0.545
7684267, Kitsap Way,Tuesday,Bremerton,20,6,59.0,Partly Cloudy,46.0,10.0,0.0,1,0.71
7660095,I-5 S,Monday,Seattle,8,4,47.0,Partly Cloudy,66.0,10.0,0.0,1,0.6391666666666667
2253695,WA-18 W,Monday,Federal Way,10,2,26.1,Light Snow,78.0,1.0,0.0,1,0.5725
781191,S 272nd St,Monday,Auburn,19,12,44.0,Light Drizzle,96.0,1.0,0.01,1,0.5533333333333332
2419906,NE 124th St,Friday,Kirkland,5,11,55.0,Light Rain,96.0,10.0,0.0,1,0.72
4540563, Highway 395 S,Tuesday,Valley,10,11,30.0,Fair,56.0,10.0,0.0,1,0.7130753968253969
2053861,I-90 E,Thursday,Mercer Island,7,6,55.0,Mostly Cloudy,77.0,10.0,0.0,1,0.82
2217526,I-5 N,Tuesday,Seattle,15,3,79.0,Clear,12.0,10.0,0.007711515863689778,1,0.81
7666283,I-5 S,Sunday,Dupont,21,4,52.0,Fair,54.0,10.0,0.0,1,0.7
3530694,I-5 N,Tuesday,Tacoma,12,9,65.5,Overcast,52.0,10.0,0.007711515863689778,1,0.7483333333333334
2243822,I-405 S,Friday,Bothell,13,3,44.1,Clear,49.0,10.0,0.007711515863689778,1,0.721
7550838,I-5 N,Thursday,Seattle,11,3,46.0,Scattered Clouds,68.0,10.0,0.007711515863689778,1,0.7516666666666667
2956604,I-405 N,Friday,Renton,19,3,43.0,Mostly Cloudy,71.0,10.0,0.007711515863689778,1,0.7404999999999999
1204891,I-5 N,Saturday,Seattle,14,12,48.0,Mostly Cloudy,74.0,10.0,0.0,1,0.68
3266499,17th Ave NW,Monday,Issaquah,16,10,61.0,Clear,44.0,10.0,0.007711515863689778,1,0.7
3555360,I-5 S,Friday,Seattle,14,2,37.9,Light Rain,97.0,5.0,0.08,1,0.74
5248242,I-5 S,Friday,Tacoma,14,7,77.0,Fair,33.0,10.0,0.0,1,0.61
2253689,N Callow Ave,Monday,Bremerton,9,2,24.1,Light Snow,84.0,8.0,0.0,1,0.5633333333333334
3272031,I-5 S,Friday,Seattle,12,9,69.1,Clear,51.0,10.0,0.007711515863689778,1,0.6291666666666667
4085229,I-5 S,Monday,Federal Way,20,2,52.0,Light Rain,97.0,5.0,0.12,1,0.5825
3520918,I-405 S,Thursday,Bellevue,13,1,39.0,Clear,49.0,10.0,0.007711515863689778,1,0.54
7512256,I-5 S,Tuesday,Seattle,16,7,84.0,Clear,34.0,10.0,0.007711515863689778,1,0.89
736634,I-405 N,Saturday,Renton,17,1,44.0,Cloudy,89.0,4.0,0.0,1,0.55
2824115,I-5 S,Friday,Seattle,22,5,60.1,Overcast,75.0,10.0,0.007711515863689778,1,0.86
2733944,I-405 N,Tuesday,Renton,18,6,69.1,Clear,36.0,10.0,0.007711515863689778,1,0.82
1741319,Boren Ave,Sunday,Seattle,21,10,54.0,Mostly Cloudy,72.0,10.0,0.0,1,0.67
1131500,Maple Ave SW,Wednesday,Renton,8,2,37.0,Cloudy,89.0,5.0,0.0,1,0.54
2036070,WA-167 N,Tuesday,Renton,16,6,83.0,Fair,41.0,9.0,0.0,1,0.64
7682810, Duvall Monroe Rd NE,Wednesday,Duvall,22,5,50.0,Cloudy,68.0,10.0,0.0,1,0.7933333333333333
1703057,Pacific Ave SE,Thursday,Olympia,14,12,46.0,Light Rain,93.0,4.0,0.04,1,0.7533333333333334
1493148,I-5 N,Thursday,Dupont,19,6,70.0,Partly Cloudy,72.0,10.0,0.0,1,0.64
4318780,I-5 N,Friday,Vancouver,13,4,58.0,Partly Cloudy,56.0,10.0,0.0,1,0.5633333333333334
1258269,I-90 E,Friday,Spokane,13,11,44.0,Cloudy,79.0,10.0,0.0,1,0.8475
7450919, Rainier Ave S,Sunday,Seattle,17,11,46.0,Clear,68.0,10.0,0.007711515863689778,1,0.85
2352875,I-405 S,Sunday,Bothell,17,1,42.1,Overcast,89.0,10.0,0.007711515863689778,1,0.82
2698832,NE Northgate Way,Tuesday,Seattle,16,7,84.9,Clear,27.0,10.0,0.007711515863689778,1,0.58
2509685,I-405 S,Monday,Bothell,7,10,44.1,Clear,89.0,10.0,0.007711515863689778,1,0.77
7420498,S Highway 195,Friday,Spangle,21,1,32.0,Mist,96.0,0.5,0.007711515863689778,1,0.85
3522811,I-405 S,Monday,Bellevue,10,1,37.9,Mostly Cloudy,97.0,10.0,0.007711515863689778,1,0.76
4102087, Highway 97,Sunday,Goldendale,21,9,61.0,Fair,70.0,10.0,0.0,1,0.7116666666666667
1482615,I-5 S,Sunday,Seattle,2,6,53.0,Light Rain,93.0,6.0,0.0,1,0.61
2528787,I-5 N,Tuesday,Seattle,1,10,46.0,Fog,96.0,0.2,0.007711515863689778,1,0.68
7523689,I-5 S,Tuesday,Marysville,7,6,59.0,Clear,90.0,10.0,0.007711515863689778,1,0.745
7460702,I-5 S,Tuesday,Olympia,10,11,55.9,Scattered Clouds,87.0,10.0,0.007711515863689778,1,0.88
2249754,164th St SW,Friday,Lynnwood,14,2,48.0,Light Rain,93.0,5.0,0.0,1,0.75
3628314,WA-522 W,Tuesday,Bothell,13,6,55.9,Overcast,100.0,1.0,0.01,1,0.5075
3328013,I-405 N,Wednesday,Renton,17,9,79.0,Clear,47.0,10.0,0.007711515863689778,1,0.6283333333333334
4560377,I-405 S,Thursday,Renton,20,11,38.0,Fair,83.0,10.0,0.0,1,0.56
7412292, Pacific Ave S,Friday,Spanaway,21,1,37.4,Fog,100.0,0.4,0.007711515863689778,1,0.87
2752444,I-5 N,Thursday,Seattle,18,6,64.0,Overcast,52.0,10.0,0.007711515863689778,1,0.7616666666666667
1238139,WA-18 E,Sunday,Federal Way,16,11,40.0,Partly Cloudy,93.0,10.0,0.0,1,0.6941666666666666
435967,Madison St,Wednesday,Seattle,11,4,54.0,Light Rain,90.0,10.0,0.01,1,0.71
2776755,I-5 N,Wednesday,Seattle,17,6,66.9,Overcast,49.0,10.0,0.007711515863689778,1,0.8441666666666666
7390132,I-5 N,Sunday,Burlington,21,2,37.4,Overcast,81.0,10.0,0.007711515863689778,1,0.7783333333333334
3579233,I-5 N,Monday,Seattle,15,2,36.0,Snow,97.0,1.5,0.05,1,0.655
2816134,S 56th St,Tuesday,Tacoma,11,5,60.1,Overcast,94.0,10.0,0.007711515863689778,1,0.8591666666666665
3803676,I-405 N,Tuesday,Lynnwood,5,1,42.0,Fog,89.0,1.0,0.0,1,0.6153333333333333
6050996, State Highway 104,Saturday,Port Ludlow,16,9,56.0,Light Rain,75.0,10.0,0.03,1,0.6041666666666667
3520234,State Highway 529,Tuesday,Marysville,7,1,35.6,Overcast,70.0,10.0,0.007711515863689778,1,0.56
6519924,I-5 N,Saturday,Marysville,1,1,23.0,Fog,93.0,0.5,0.0,1,0.6
1440214,I-5 S,Wednesday,Seattle,9,5,59.0,Partly Cloudy,67.0,10.0,0.0,1,0.65
2467557,I-5 S,Saturday,Burlington,16,11,44.6,Clear,93.0,10.0,0.007711515863689778,1,0.7175
2769672,I-405 N,Sunday,Renton,5,6,55.0,Clear,42.0,10.0,0.007711515863689778,1,0.7483333333333334
2438491,E Marine View Dr,Friday,Everett,23,11,41.0,Overcast,93.0,10.0,0.0,1,0.6325
4178351, NE North Shore Rd,Sunday,Belfair,12,5,54.0,Light Rain,86.0,10.0,0.01,1,0.8
3104444,I-405 N,Thursday,Bellevue,19,12,37.0,Clear,96.0,10.0,0.007711515863689778,1,0.85
3330928,Bridgeport Way SW,Thursday,Lakewood,18,9,74.8,Clear,59.0,10.0,0.007711515863689778,1,0.85
5663552,I-5 S,Monday,Tacoma,15,12,22.0,Cloudy,63.0,10.0,0.0,1,0.635
3535086,I-5 S,Tuesday,Seattle,9,10,51.1,Mostly Cloudy,96.0,10.0,0.007711515863689778,1,0.8
2768955,I-90 E,Saturday,Seattle,18,6,71.1,Partly Cloudy,47.0,10.0,0.007711515863689778,1,0.8
7603039,US-12 E,Saturday,Chehalis,17,12,33.8,Clear,87.0,10.0,0.007711515863689778,1,0.76
1755255,1st Ave NE,Saturday,Shoreline,15,10,47.0,Light Rain,97.0,5.0,0.01,1,0.6333333333333333
710324,20th St E,Monday,Tacoma,5,2,43.0,Cloudy,92.0,10.0,0.0,1,0.59
3086356,Riverside Rd,Tuesday,Chehalis,13,1,42.8,Light Drizzle,93.0,7.0,0.03,1,0.67
4636800,I-5 S,Wednesday,Federal Way,15,7,71.0,Mostly Cloudy,59.0,10.0,0.0,1,0.68
2879071,I-405 N,Monday,Renton,10,4,45.0,Light Rain,86.0,10.0,0.0,1,0.75
311035,I-405 N,Wednesday,Bothell,8,10,54.0,Overcast,72.0,10.0,0.007711515863689778,1,0.86
3013776,I-90 E,Tuesday,Cle Elum,16,2,16.0,Overcast,88.0,1.5,0.01,1,0.8540000000000001
4819341,I-5 S,Friday,Dupont,16,6,61.0,Rain,90.0,7.0,0.13,1,0.81
1770237,Benson Rd S,Saturday,Renton,7,10,45.0,Mostly Cloudy,90.0,6.0,0.0,1,0.675
5592448,I-5 S,Friday,Vancouver,13,5,65.0,Fair,43.0,10.0,0.0,1,0.6158333333333333
3325005,I-90 E,Tuesday,Seattle,18,9,68.0,Partly Cloudy,63.0,10.0,0.007711515863689778,1,0.8
436573,I-405 N,Friday,Renton,11,5,57.0,Light Rain,87.0,9.0,0.0,1,0.76
1861417,I-5 S,Friday,Olympia,16,9,67.0,Mostly Cloudy,61.0,10.0,0.0,1,0.605
7600260,I-5 N,Monday,Tacoma,6,12,48.2,Light Rain,100.0,10.0,0.007711515863689778,1,0.88
732476,Pioneer St,Wednesday,Ridgefield,12,1,47.0,Light Rain,93.0,1.0,0.0,1,0.67
3127114,I-5 N,Monday,Bellingham,7,12,44.1,Overcast,93.0,10.0,0.007711515863689778,1,0.53
621900,Banner Way NE,Monday,Seattle,16,5,54.0,Cloudy,66.0,10.0,0.0,1,0.61
1026593,I-405 N,Friday,Seattle,14,5,58.0,Partly Cloudy,60.0,10.0,0.0,1,0.6133333333333334
2364221,I-405 N,Saturday,Lynnwood,16,12,42.1,Overcast,89.0,10.0,0.007711515863689778,1,0.895
309264,I-405 S,Wednesday,Bellevue,18,11,55.0,Overcast,89.0,10.0,0.007711515863689778,1,0.78
2738891,I-5 N,Thursday,Kent,19,6,64.0,Mostly Cloudy,54.0,10.0,0.007711515863689778,1,0.862
307372,I-5 S,Wednesday,Tacoma,19,12,28.8,Clear,65.0,10.0,0.007711515863689778,1,0.6891666666666667
